id,observed_on_string,observed_on,time_observed_at,time_zone,out_of_range,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,tag_list,description,id_please,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,geoprivacy,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
1529479,2015-05-22 13:24:24,2015-05-22,2015-05-22 20:24:24 UTC,Pacific Time (US & Canada),false,38530,kevinhintsa,2015-05-23 04:41:51 UTC,2015-07-07 23:31:08 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1529479,https://static.inaturalist.org/photos/1895098/medium.JPG?1432356123,"May 22, 2015",Note the pointed snout . ,false,1,0,false,,"California, US",37.8994971435,-122.1234915669,16,private,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
1535607,2015-05-23,2015-05-23,,Pacific Time (US & Canada),false,2873,jmaughn,2015-05-24 06:25:16 UTC,2015-05-27 01:30:32 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1535607,https://static.inaturalist.org/photos/1902613/medium.jpg?1444404560,"","",false,3,0,false,,"California, US",37.1819741774,-122.2745211414,24,obscured,,manual,California Newt,Taricha torosa,California Newt,Amphibia,27818
1550531,2015-05-26 13:48:01,2015-05-26,2015-05-26 20:48:01 UTC,Pacific Time (US & Canada),false,38530,kevinhintsa,2015-05-27 01:21:06 UTC,2015-06-02 02:03:23 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1550531,https://static.inaturalist.org/photos/1920469/medium.JPG?1432689669,May 2015,Individual on the right . On the left is Taricha granulosa . Thanks to the students of the University of Colorado . ,false,2,0,false,,"California, US",37.8292323164,-122.1529600103,67,obscured,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
1606446,2015-06-07,2015-06-07,,Pacific Time (US & Canada),false,2873,jmaughn,2015-06-08 15:11:12 UTC,2015-06-08 16:45:14 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1606446,https://static.inaturalist.org/photos/1975513/medium.jpg?1444750430,"","",false,1,0,false,,Santa Cruz Co. CA,37.054988,-122.137336,39,,,manual,California Newt,Taricha torosa,California Newt,Amphibia,27818
1622151,Thu Jun 11 2015 10:07:46 GMT-0700 (PDT),2015-06-11,2015-06-11 17:07:46 UTC,Pacific Time (US & Canada),false,101202,kaijianliu,2015-06-12 16:39:39 UTC,2015-06-17 17:14:40 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1622151,https://static.inaturalist.org/photos/1992031/medium.jpg?1434127213,,,false,2,0,false,3,"",34.20837,-118.0335166667,,,,,"",Taricha torosa,California Newt,Amphibia,27818
1623515,2015-06-12 5:07:49 PM PDT,2015-06-12,2015-06-13 00:07:49 UTC,Pacific Time (US & Canada),false,100933,caminogirl,2015-06-13 00:22:21 UTC,2015-06-17 04:05:21 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1623515,https://static.inaturalist.org/photos/1993612/medium.?1434155023,,Gps approx. There were 2  that I saw in shallow pond at base of lesser waterfall.,false,1,0,false,,,34.1749931985,-117.9292486981,1376,,gps,gps,California Newt,Taricha torosa,California Newt,Amphibia,27818
1623516,2015-06-12 5:21:57 PM PDT,2015-06-12,2015-06-13 00:21:57 UTC,Pacific Time (US & Canada),false,100933,caminogirl,2015-06-13 00:23:01 UTC,2015-06-25 14:55:05 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1623516,https://static.inaturalist.org/photos/1993614/medium.?1434155035,,Gps approx. Saw 2 in pond at base of other waterfall. This one kept hiding in a crack but finally came out.,false,1,0,false,,,34.175652257,-117.9290230572,688,,gps,gps,California Newt,Taricha torosa,California Newt,Amphibia,27818
1628525,Thu Jun 11 2015 09:38:12 GMT-0700 (PDT),2015-06-11,2015-06-11 16:38:12 UTC,Pacific Time (US & Canada),false,102151,pedrojgarcia,2015-06-13 23:15:10 UTC,2015-06-19 01:40:10 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1628525,https://static.inaturalist.org/photos/1998100/medium.jpg?1434237386,,Salamander ,false,2,0,false,3,"Angeles National Forest, La Canada Flintridge, CA, US",34.195899,-118.02422,34,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
1634151,2015-06-10,2015-06-10,,Pacific Time (US & Canada),false,100507,angelanordeng,2015-06-15 05:50:26 UTC,2015-06-16 19:12:47 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1634151,https://static.inaturalist.org/photos/2004482/medium.jpg?1434347450,"","",false,4,1,false,,"chantry flats, ca",34.171812,-118.030312,198,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
1636185,2015-06-11 10:21:23,2015-06-11,2015-06-11 17:21:23 UTC,Pacific Time (US & Canada),false,103561,ace_hao,2015-06-15 21:15:29 UTC,2015-06-16 19:16:03 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1636185,https://static.inaturalist.org/photos/2006974/medium.JPG?1434402954,"","",true,5,0,false,,chantryt flat,34.207857,-118.03339,,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
1636330,2015-06-15 10:29:06,2015-06-15,2015-06-15 17:29:06 UTC,Pacific Time (US & Canada),false,101720,sdundas,2015-06-15 22:31:14 UTC,2015-07-07 22:31:36 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1636330,https://static.inaturalist.org/photos/2007131/medium.jpg?1434407504,"","",true,1,0,false,,"Chantry Flats, CA",34.196654,-118.022196,67,,,manual,California Newt,Taricha torosa,California Newt,Amphibia,27818
1638023,Thu Jun 11 2015 10:13:13 GMT-0700 (PDT),2015-06-11,2015-06-11 17:13:13 UTC,Pacific Time (US & Canada),false,101042,clintmetson,2015-06-16 08:51:54 UTC,2015-06-19 03:15:24 UTC,research,,http://www.inaturalist.org/observations/1638023,https://static.inaturalist.org/photos/2010726/medium.jpg?1434481683,,,false,2,0,false,3,"Angeles National Forest, La Canada Flintridge, CA, US",34.210121,-118.022703,203,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
1639758,Thu Jun 11 2015 09:45:40 GMT-0700 (PDT),2015-06-11,2015-06-11 16:45:40 UTC,Pacific Time (US & Canada),false,105072,theelangdonv,2015-06-16 21:15:50 UTC,2015-06-26 01:21:18 UTC,research,,http://www.inaturalist.org/observations/1639758,https://static.inaturalist.org/photos/2011208/medium.jpg?1434489376,,,false,1,0,false,3,"Angeles National Forest, La Canada Flintridge, CA, US",34.195957,-118.02278,139,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
1641547,2015-06-16,2015-06-16,,Pacific Time (US & Canada),false,2873,jmaughn,2015-06-17 14:48:48 UTC,2016-09-23 02:24:26 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1641547,https://static.inaturalist.org/photos/2013718/medium.jpg?1444430877,"","",false,2,0,false,,"California, US",37.1541442275,-121.5712878321,117,obscured,,manual,California Newt,Taricha torosa,California Newt,Amphibia,27818
1660754,Mon Jun 15 2015 10:28:15 GMT-0700 (PDT),2015-06-15,2015-06-15 17:28:15 UTC,Pacific Time (US & Canada),false,105088,anthonyg15,2015-06-22 01:10:42 UTC,2015-06-24 18:10:54 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1660754,https://static.inaturalist.org/photos/2031197/medium.jpg?1434935553,,,false,2,0,false,3,"Angeles National Forest, La Canada Flintridge, CA, US",34.2085916667,-118.0351945,,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
1675496,2015-06-22,2015-06-22,,Pacific Time (US & Canada),false,2873,jmaughn,2015-06-23 15:57:02 UTC,2016-09-23 02:24:56 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1675496,https://static.inaturalist.org/photos/2038308/medium.jpg?1444449266,"","",false,1,0,false,,"California, US",37.0480141694,-121.4892913139,7,obscured,,manual,California Newt,Taricha torosa,California Newt,Amphibia,27818
1690184,2015-06-15,2015-06-15,,Pacific Time (US & Canada),false,101233,woodlandwarrior,2015-06-25 03:14:19 UTC,2015-07-02 23:53:01 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1690184,https://static.inaturalist.org/photos/2045399/medium.JPG?1435202066,"","",false,2,0,false,,"chantry flats,sierra madrea, ca",34.20873,-118.035462,219,,,,california newt,Taricha torosa,California Newt,Amphibia,27818
1693030,2015-06-15 10:30:30 AM PDT,2015-06-15,2015-06-15 17:30:30 UTC,Pacific Time (US & Canada),false,101267,guillermo3327,2015-06-26 02:00:58 UTC,2015-07-02 23:52:09 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1693030,https://static.inaturalist.org/photos/2049417/medium.?1435284136,"","",false,1,0,false,2,chantrys flats pasadena,34.207266,-118.033848,109,,,,Taricha torosa,Taricha torosa,California Newt,Amphibia,27818
1722118,2010-12-12,2010-12-12,,Pacific Time (US & Canada),false,108450,rjadams55,2015-07-04 15:53:52 UTC,2015-07-27 01:01:21 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1722118,https://static.inaturalist.org/photos/2086567/medium.jpg?1444663768,"",Numerous Rough-skinned and Coast Range (California) Newts were seen this day.,false,2,0,false,,Soquel Demonstration Forest,37.081939,-121.850576,191,,,,Taricha torosa,Taricha torosa,California Newt,Amphibia,27818
1742114,Fri Jul 10 2015 10:37:03 GMT-0700 (PDT),2015-07-10,2015-07-10 17:37:03 UTC,Pacific Time (US & Canada),false,30168,rberchin,2015-07-10 19:41:03 UTC,2015-10-22 00:15:40 UTC,needs_id,,http://www.inaturalist.org/observations/1742114,https://static.inaturalist.org/photos/2112652/medium.jpg?1436557280,,,false,0,0,false,3,"Glenn Oaks Rd, Glen Ellen, CA, US",38.369385,-122.501992,10,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
1742117,Fri Jul 10 2015 10:37:37 GMT-0700 (PDT),2015-07-10,2015-07-10 17:37:37 UTC,Pacific Time (US & Canada),false,30168,rberchin,2015-07-10 19:40:59 UTC,2015-07-10 19:45:17 UTC,needs_id,,http://www.inaturalist.org/observations/1742117,https://static.inaturalist.org/photos/2112653/medium.jpg?1436557277,,,false,0,0,false,3,"Glenn Oaks Rd, Glen Ellen, CA, US",38.369483,-122.502081,5,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
1742124,Fri Jul 10 2015 10:39:42 GMT-0700 (PDT),2015-07-10,2015-07-10 17:39:42 UTC,Pacific Time (US & Canada),false,114561,dougbender,2015-07-10 19:41:32 UTC,2015-09-18 22:56:02 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1742124,https://static.inaturalist.org/photos/2112669/medium.jpg?1436557571,,California Newt ,true,2,0,false,3,"Glenn Oaks Rd, Glen Ellen, CA, US",38.369328,-122.502071,5,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
1742583,2015-07-10,2015-07-10,,Pacific Time (US & Canada),false,64372,richardwasson,2015-07-10 21:56:10 UTC,2015-10-24 15:42:10 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1742583,https://static.inaturalist.org/photos/2113255/medium.JPG?1436565377,"",,false,2,0,false,,"Bouverie Preserve, Glen Ellen, CA",38.369405,-122.5021633333,,,,,California newt,Taricha torosa,California Newt,Amphibia,27818
1747294,2015-07-11,2015-07-11,,Pacific Time (US & Canada),false,3342,hfabian,2015-07-12 04:17:53 UTC,2015-07-12 04:30:19 UTC,research,,http://www.inaturalist.org/observations/1747294,https://static.inaturalist.org/photos/2119987/medium.jpg?1436674722,"",Males in aquatic phase.,false,1,0,false,,Berkeley Botanical Gardens,37.876285,-122.233916,,,,,Taricha torosa,Taricha torosa,California Newt,Amphibia,27818
1778589,2015-07-18 3:30:23 PM PDT,2015-07-18,2015-07-18 22:30:23 UTC,Pacific Time (US & Canada),false,67386,wdthein,2015-07-19 01:21:29 UTC,2015-09-19 15:02:56 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1778589,https://static.inaturalist.org/photos/2152449/medium.?1437268907,,Heading out of the water.,false,1,0,false,,,37.1859719975,-122.2188519314,129,,gps,gps,California Newt,Taricha torosa,California Newt,Amphibia,27818
1793673,2015-07-22,2015-07-22,,Pacific Time (US & Canada),false,113378,kaia,2015-07-23 21:24:27 UTC,2016-07-26 18:31:00 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1793673,https://static.inaturalist.org/photos/2173239/medium.jpg?1437686669,"",Found in pound about one for deep. Surrounded by oaks and penny royal. Red algae grow on other side. ,false,2,0,false,,Pepperwood Preserve,38.574952,-122.707356,25,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
1793722,2015-07-22,2015-07-22,,Pacific Time (US & Canada),false,113370,leopold,2015-07-23 21:36:49 UTC,2015-07-24 17:50:32 UTC,research,CC-BY,http://www.inaturalist.org/observations/1793722,https://static.inaturalist.org/photos/2173313/medium.jpg?1437687432,"","alone in pond, pond had a very low water height, almost looked like it was sunbathing, a rock was turned over revealing at least 100 baby newts were under it, clear skies, about 78 out ",false,1,0,false,,Pepperwood Preserve,38.575032,-122.707356,25,,,,california newt,Taricha torosa,California Newt,Amphibia,27818
1811951,Tue Jul 28 2015 10:49:14 GMT-0700 (PDT),2015-07-28,2015-07-28 17:49:14 UTC,Pacific Time (US & Canada),false,9572,leftcoastnaturalist,2015-07-29 06:49:10 UTC,2015-12-13 11:13:39 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1811951,https://static.inaturalist.org/photos/2197425/medium.jpg?1438152562,,Probably torosa based on habitat (isolated pool in formerly flowing stream) and location. ,false,2,0,false,3,"Alvarado Park, Richmond, CA, US",37.952778,-122.320086,342,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
1824232,2015-08-01 4:32:15 PM PDT,2015-08-01,2015-08-01 23:32:15 UTC,Pacific Time (US & Canada),false,12809,cedric_lee,2015-08-02 02:34:48 UTC,2016-03-09 22:33:43 UTC,research,CC-BY-NC-ND,http://www.inaturalist.org/observations/1824232,https://static.inaturalist.org/photos/2213227/medium.?1438483978,,"",false,2,0,false,,,34.21116367,-118.0188686427,48,,gps,gps,California Newt,Taricha torosa,California Newt,Amphibia,27818
1829924,2015-08-03 3:56:05 PM PDT,2015-08-03,2015-08-03 22:56:05 UTC,Pacific Time (US & Canada),false,12809,cedric_lee,2015-08-04 01:25:32 UTC,2016-03-09 22:35:56 UTC,research,CC-BY-NC-ND,http://www.inaturalist.org/observations/1829924,https://static.inaturalist.org/photos/2221816/medium.?1438653052,,"",false,3,0,false,,,34.2086609098,-118.0351807446,12,,gps,gps,California Newt,Taricha torosa,California Newt,Amphibia,27818
1829939,2015-08-03 4:35:28 PM PDT,2015-08-03,2015-08-03 23:35:28 UTC,Pacific Time (US & Canada),false,12809,cedric_lee,2015-08-04 01:25:44 UTC,2016-03-09 22:36:02 UTC,research,CC-BY-NC-ND,http://www.inaturalist.org/observations/1829939,https://static.inaturalist.org/photos/2221865/medium.?1438653163,,"",false,3,0,false,,,34.2076251748,-118.0284208788,8,,gps,gps,California Newt,Taricha torosa,California Newt,Amphibia,27818
1903072,Sat Aug 29 2015 10:37:49 GMT-0700 (PDT),2015-08-29,2015-08-29 17:37:49 UTC,Pacific Time (US & Canada),false,34641,steviekgold,2015-08-29 22:52:19 UTC,2016-03-09 22:54:16 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1903072,https://static.inaturalist.org/photos/2322488/medium.jpg?1440888758,,,false,5,0,false,3,"Santa Monica Mountains National Recreation Area, Malibu, CA, US",34.0990138333,-118.9285366667,,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
1921397,2015-09-05,2015-09-05,,Pacific Time (US & Canada),false,62873,newt8686,2015-09-06 04:38:55 UTC,2015-12-26 19:40:00 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1921397,https://static.inaturalist.org/photos/2348583/medium.JPG?1441516360,"",There were 5 newts swimming in what was left of a stream.,false,3,0,false,,sturvent falls,34.213009,-118.019385,621,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
1921451,2015-09-05,2015-09-05,,Pacific Time (US & Canada),false,62873,newt8686,2015-09-06 05:09:24 UTC,2015-12-26 19:39:44 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1921451,https://static.inaturalist.org/photos/2348575/medium.JPG?1441516177,"",A pretty dried up juvenile ,false,1,0,false,,sturvent falls,34.211607,-118.019774,3636,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
2058599,2015-10-02,2015-10-02,,Pacific Time (US & Canada),false,3342,hfabian,2015-10-04 00:43:49 UTC,2015-10-04 13:44:49 UTC,research,,http://www.inaturalist.org/observations/2058599,https://static.inaturalist.org/photos/2471764/medium.jpg?1443919476,"",Under board with T. granulosa and Pseudacris sierra.,false,2,0,false,,"San Mateo County, California",37.199269,-122.28717,6765,,,,Taricha torosa,Taricha torosa,California Newt,Amphibia,27818
2211542,2010-04-03 12:25:18,2010-04-03,2010-04-03 19:25:18 UTC,Pacific Time (US & Canada),false,38530,kevinhintsa,2015-10-19 21:45:05 UTC,2015-11-02 16:08:51 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/2211542,https://static.inaturalist.org/photos/2546822/medium.JPG?1445291107,"",From past files . ,false,4,0,false,,"California, US",37.4527946331,-121.8407942018,546,obscured,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
2331533,Fri Jun 20 2014 12:21:57 GMT-0700 (PDT),2014-06-20,2014-06-20 19:21:57 UTC,Pacific Time (US & Canada),false,133261,pocketmouse,2015-10-30 04:00:45 UTC,2016-02-12 03:00:58 UTC,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/2331533,https://static.inaturalist.org/photos/2586225/medium.jpg?1446177652,,,true,0,0,false,3,"18519–18575 Corral del Cielo Rd, Salinas, CA, US",36.5347416667,-121.6243366667,,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
2343764,Mon Nov 02 2015 13:07:48 GMT-0800 (PST),2015-11-02,2015-11-02 21:07:48 UTC,Pacific Time (US & Canada),false,148368,kirbyhocking,2015-11-03 01:18:43 UTC,2015-11-03 01:45:25 UTC,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/2343764,https://static.inaturalist.org/photos/2602024/medium.jpg?1446513552,,,false,0,0,false,3,"Harkins Fire Trl, Redwood City, CA, US",37.442833,-122.354349,961,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
2343766,Mon Nov 02 2015 13:11:12 GMT-0800 (PST),2015-11-02,2015-11-02 21:11:12 UTC,Pacific Time (US & Canada),false,148368,kirbyhocking,2015-11-03 01:19:23 UTC,2015-11-03 01:45:24 UTC,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/2343766,https://static.inaturalist.org/photos/2602028/medium.jpg?1446513582,,,false,0,0,false,3,"94062, Redwood City, CA, US",37.451536,-122.357142,1336,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
2346801,2015-11-03 12:02:48 PM PST,2015-11-03,2015-11-03 20:02:48 UTC,Pacific Time (US & Canada),false,130917,mrsmehitabel,2015-11-04 04:13:41 UTC,2015-12-04 06:42:50 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/2346801,https://static.inaturalist.org/photos/2606574/medium.jpeg?1446610492,,California newt on the Lower Winter Creek Trail. ,false,3,0,false,,,34.2078971863,-118.0331497192,,,gps,gps,California Newt,Taricha torosa,California Newt,Amphibia,27818
2349412,Tue Nov 03 2015 11:37:32 GMT-0800 (PST),2015-11-03,2015-11-03 19:37:32 UTC,Pacific Time (US & Canada),false,150048,spencergran,2015-11-04 22:49:56 UTC,2015-11-04 23:00:52 UTC,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/2349412,https://static.inaturalist.org/photos/2610072/medium.jpg?1446677411,,,false,0,0,false,3,,37.436622,-122.364141,10,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
2351769,Mon Nov 02 2015 13:32:17 GMT-0800 (PST),2015-11-02,2015-11-02 21:32:17 UTC,Pacific Time (US & Canada),false,149743,jordan8,2015-11-05 17:42:47 UTC,2015-11-06 19:08:40 UTC,research,,http://www.inaturalist.org/observations/2351769,https://static.inaturalist.org/photos/2613770/medium.jpg?1446745376,,Newt,false,2,0,false,3,,37.436762,-122.364063,10,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
2352249,Tue Nov 03 2015 13:42:34 GMT-0800 (PST),2015-11-03,2015-11-03 21:42:34 UTC,Pacific Time (US & Canada),false,150051,melissa1227,2015-11-05 19:35:18 UTC,2015-11-05 20:51:03 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/2352249,https://static.inaturalist.org/photos/2614420/medium.jpg?1446752213,,,false,1,0,false,3,,37.43668,-122.363652,10,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
2353758,2012-04-24,2012-04-24,,Central Time (US & Canada),false,150857,sbetzen,2015-11-06 06:00:11 UTC,2015-11-06 18:50:13 UTC,research,CC-BY-NC-SA,http://www.inaturalist.org/observations/2353758,https://static.inaturalist.org/photos/2616443/medium.jpg?1446789623,"",Saw many in the Big Sur river near sykes hot springs,false,2,0,false,,Pine ridge trail big sur,36.247661,-121.733109,4350,,,,California Newt (Coast Range Newt),Taricha torosa,California Newt,Amphibia,27818
2368861,2015-11-10,2015-11-10,,Pacific Time (US & Canada),false,64372,richardwasson,2015-11-10 23:12:02 UTC,2016-01-29 17:52:26 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/2368861,https://static.inaturalist.org/photos/2637205/medium.JPG?1447197145,"","",false,2,0,false,,"Bouverie Preserve, Glen Ellen, California",38.371312,-122.495842,208,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
2373121,2015-11-11,2015-11-11,,Pacific Time (US & Canada),false,2873,jmaughn,2015-11-12 04:05:39 UTC,2016-09-23 02:39:18 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/2373121,https://static.inaturalist.org/photos/2642990/medium.jpg?1447301176,"","",false,7,0,false,,"California, US",37.261189125,-121.7416545397,13,obscured,,manual,California Newt,Taricha torosa,California Newt,Amphibia,27818
2376303,2015-11-12,2015-11-12,,Pacific Time (US & Canada),false,2873,jmaughn,2015-11-13 05:39:54 UTC,2015-11-29 17:21:54 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/2376303,https://static.inaturalist.org/photos/2646954/medium.jpg?1447393218,"","",false,4,0,false,,"California, US",37.3479286066,-122.3571496818,125,obscured,,manual,California Newt,Taricha torosa,California Newt,Amphibia,27818
2385654,2015-11-15,2015-11-15,,Pacific Time (US & Canada),false,3342,hfabian,2015-11-16 04:44:06 UTC,2015-11-28 14:24:06 UTC,research,,http://www.inaturalist.org/observations/2385654,https://static.inaturalist.org/photos/2659935/medium.jpg?1447649088,"",Several observed crossing trail.,false,2,0,false,,Gazos Creek,37.191721,-122.277489,3007,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
2392598,10/17/2015,2015-10-17,,Hawaii,false,145344,krg,2015-11-17 12:46:51 UTC,2016-10-13 01:39:02 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/2392598,https://static.inaturalist.org/photos/2665451/medium.JPG?1447764430,"amphibian, sturtevant, san gabriel, gabrielino trail",This was by the river by Sturtevant Camp in the San Gabriels.,true,2,0,false,,Sturtevant Camp,34.222164,-118.034689,,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
2398820,2015-11-18,2015-11-18,,Pacific Time (US & Canada),false,2873,jmaughn,2015-11-19 05:26:23 UTC,2016-09-23 02:40:06 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/2398820,https://static.inaturalist.org/photos/2673493/medium.jpg?1447910812,"","",false,6,0,false,,"California, US",37.2956058032,-121.70134709,212,obscured,,manual,California Newt,Taricha torosa,California Newt,Amphibia,27818
2403787,Fri Nov 20 2015 15:03:53 GMT-0800 (PST),2015-11-20,2015-11-20 23:03:53 UTC,Pacific Time (US & Canada),false,140489,lynnettenorman,2015-11-21 04:48:51 UTC,2015-12-10 17:02:23 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/2403787,https://static.inaturalist.org/photos/2681186/medium.jpg?1448081325,,,false,4,1,false,3,,37.931891,-122.634798,30,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
2413056,2015-11-23 6:45:54 PM PST,2015-11-23,2015-11-24 02:45:54 UTC,Pacific Time (US & Canada),false,21540,andrewmiddletontrc,2015-11-24 02:48:36 UTC,2015-11-24 09:29:58 UTC,research,CC-BY,http://www.inaturalist.org/observations/2413056,https://static.inaturalist.org/photos/2694202/medium.jpeg?1448333327,,,false,2,0,false,2,,37.8908649,-122.23823153,9,,,,California newt,Taricha torosa,California Newt,Amphibia,27818
2417311,2015-11-23 12:51:50,2015-11-23,2015-11-23 20:51:50 UTC,Pacific Time (US & Canada),false,26610,anudibranchmom,2015-11-24 17:39:10 UTC,2015-11-26 06:05:53 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/2417311,https://static.inaturalist.org/photos/2696133/medium.jpg?1448386804,2015-11-23 Gazos Pigeon Pt,"",true,4,0,false,,Gazos Creek Road,37.196762,-122.267204,632,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
2417325,2015-11-23,2015-11-23,,Pacific Time (US & Canada),false,26610,anudibranchmom,2015-11-24 17:45:11 UTC,2015-11-25 15:17:02 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/2417325,https://static.inaturalist.org/photos/2696150/medium.jpg?1448387132,2015-11-23 Gazos Pigeon Pt 2,"",true,3,0,false,,Gazos Creek Road,37.196762,-122.267204,632,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
2450109,Wed Nov 25 2015 13:30:33 GMT-0800 (PST),2015-11-25,2015-11-25 21:30:33 UTC,Pacific Time (US & Canada),false,146554,baltazar_m,2015-12-04 18:32:36 UTC,2015-12-06 00:45:53 UTC,research,,http://www.inaturalist.org/observations/2450109,https://static.inaturalist.org/photos/2736510/medium.jpg?1449254030,,Looks like a brown/grey color. Medium in size and it moves quickly. ,false,4,0,false,3,"Glendale Community College, Glendale, CA, US",34.16693,-118.227637,413,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
2451750,2015-12-04,2015-12-04,,Pacific Time (US & Canada),false,2873,jmaughn,2015-12-05 06:11:00 UTC,2015-12-06 04:24:28 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/2451750,https://static.inaturalist.org/photos/2739069/medium.jpg?1449295924,"","",false,3,0,false,,"California, US",37.1562802986,-122.0092575337,48,obscured,,manual,California Newt,Taricha torosa,California Newt,Amphibia,27818
2453082,Sat Dec 05 2015 13:41:29 GMT-0800 (PST),2015-12-05,2015-12-05 21:41:29 UTC,Pacific Time (US & Canada),false,158474,wendy_h,2015-12-05 21:43:24 UTC,2015-12-06 19:57:02 UTC,research,CC-BY,http://www.inaturalist.org/observations/2453082,https://static.inaturalist.org/photos/2741373/medium.jpg?1449351865,,,true,2,0,false,3,"95448, Healdsburg, CA, US",38.5746887187,-122.7074098495,5,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
2453090,Sat Dec 05 2015 13:41:17 GMT-0800 (PST),2015-12-05,2015-12-05 21:41:17 UTC,Pacific Time (US & Canada),false,158474,wendy_h,2015-12-05 21:47:49 UTC,2015-12-05 22:07:54 UTC,needs_id,CC-BY,http://www.inaturalist.org/observations/2453090,https://static.inaturalist.org/photos/2741399/medium.jpg?1449352080,,2,true,0,0,false,3,"95448, Healdsburg, CA, US",38.5747133333,-122.7074416667,,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
